sci_data_set_name,sci_targname,sci_hapnum,sci_haspnum,sci_instrume,sci_aper_1234,sci_spec_1234,sci_actual_duration,sci_start_time,sci_pep_id,sci_pi_last_name,sci_ra,sci_dec,sci_refnum,sci_central_wavelength,sci_release_date,sci_stop_time,sci_preview_name,scp_scan_type,sci_hlsp,search_pos,ang_sep
IDWM01030,SDSSJ032224.64+401119.8,1,0,WFC3,IRSUB512,F140W,422.073488,2019-09-02T01:40:08.680000,15607,REINES,50.60268,40.18881944444,1,13922.907,2020-03-02T04:55:56,2019-09-02T02:50:03.207000,IDWM01030,,,50.60268 40.18882,3.3333600312014746E-5
ICUU44010,SDSSJ134939.36+420241.4,1,0,WFC3,IRSUB512,F110W,972.183472,2016-06-17T09:57:38.697000,14251,REINES,207.41403,42.04482222222,2,11534.459,2017-06-17T15:28:40,2016-06-17T10:16:50.727000,ICUU44010,,,207.41403 42.04482,1.33333200091458E-4
ICUU28010,SDSSJ113129.20+350958.9,1,0,WFC3,IRSUB512,F110W,972.183472,2017-06-18T08:30:04.797000,14251,REINES,172.8716879167,35.16639166667,2,11534.459,2018-06-18T11:23:48,2017-06-18T08:49:16.830000,ICUU28010,,,172.87169 35.16639,1.4297396158175643E-4
ICUU02010,SDSSJ010005.93-011058.8,1,0,WFC3,IRSUB512,F110W,972.183472,2016-10-06T20:19:27.870000,14251,REINES,15.02472875,-1.183047222222,2,11534.459,2017-10-07T03:51:46,2016-10-06T20:38:39.900000,ICUU02010,,,15.02473 -1.18305,1.8275772041579657E-4
IERC08010,J122603.63+081519.0,1,0,WFC3,UVIS2-C1K1C-SUB,F680N,1030.0,2022-01-02T20:33:53.767000,16843,REINES,186.5151666667,8.255280555556,0,6877.4082,2022-07-02T22:32:13,2022-01-02T20:52:38.740000,IERC08010,,,186.51517 8.25528,2.0071292160610474E-4
IERC08020,J122603.63+081519.0,1,0,WFC3,UVIS2-C1K1C-SUB,F475W,532.0,2022-01-02T20:54:45.767000,16843,REINES,186.5151666667,8.255280555556,0,4772.1709,2022-07-02T22:31:56,2022-01-02T21:05:10.740000,IERC08020,,,186.51517 8.25528,2.0071292160610474E-4
IERC08030,J122603.63+081519.0,1,0,WFC3,UVIS2-C1K1C-SUB,F814W,570.0,2022-01-02T21:07:03.750000,16843,REINES,186.5151666667,8.255280555556,0,8029.3218,2022-07-02T22:34:13,2022-01-02T21:18:06.740000,IERC08030,,,186.51517 8.25528,2.0071292160610474E-4
ICUU38010,SDSSJ122342.82+581446.4,1,0,WFC3,IRSUB512,F110W,972.183472,2016-06-03T20:49:38.610000,14251,REINES,185.9284629167,58.24623333333,2,11534.459,2017-06-04T02:45:02,2016-06-03T21:08:50.673000,ICUU38010,,,185.92846 58.24623,2.201863133726425E-4
ICUU61010,SDSSJ235609.14-002428.6,1,0,WFC3,IRSUB512,F110W,972.183472,2015-10-20T20:41:02.117000,14251,REINES,359.0382733333,-0.4079972222222,2,11534.459,2016-10-21T00:38:00,2015-10-20T21:00:14.180000,ICUU61010,,,359.03827 -0.408,2.603362240072725E-4
ICUU03010,SDSSJ024825.26-002541.4,1,0,WFC3,IRSUB512,F110W,972.183472,2015-10-27T02:01:25.123000,14251,REINES,42.10527375,-0.4281722222222,2,11534.459,2016-10-27T05:53:03,2015-10-27T02:20:37.157000,ICUU03010,,,42.10527 -0.42817,2.615338416453342E-4
ICUU48010,SDSSJ141208.47+102953.8,1,0,WFC3,IRSUB512,F110W,972.183472,2016-06-20T13:51:55.657000,14251,REINES,213.0353029167,10.49828333333,2,11534.459,2017-06-20T19:22:20,2016-06-20T14:11:07.720000,ICUU48010,,,213.0353 10.49828,2.638349406639891E-4
ICUU47010,SDSSJ140510.39+114616.9,1,0,WFC3,IRSUB512,F110W,972.183472,2016-04-10T05:25:54.517000,14251,REINES,211.2933354167,11.77136944444,2,11534.459,2017-04-10T09:58:04,2016-04-10T05:45:06.547000,ICUU47010,,,211.29334 11.77137,2.7127044231472754E-4
ICUU19010,SDSSJ101747.09+393207.7,1,0,WFC3,IRSUB512,F110W,972.183472,2016-06-24T23:07:51.687000,14251,REINES,154.4462425,39.53550555556,2,11534.459,2017-06-25T04:42:40,2016-06-24T23:27:03.720000,ICUU19010,,,154.44624 39.53551,2.906783119908042E-4
ICUU33010,SDSSJ115359.06+130853.6,1,0,WFC3,IRSUB512,F110W,972.183472,2016-05-20T05:39:40.557000,14251,REINES,178.49612375,13.14823333333,2,11534.459,2017-05-20T14:35:47,2016-05-20T05:58:52.590000,ICUU33010,,,178.49612 13.14823,2.966570840304382E-4
ICUU40010,SDSSJ130434.92+075505.0,1,0,WFC3,IRSUB512,F110W,972.183472,2017-06-04T16:52:54.720000,14251,REINES,196.14551375,7.918083333333,2,11534.459,2018-06-05T02:03:26,2017-06-04T17:12:06.783000,ICUU40010,,,196.14551 7.91808,2.9943994368078686E-4
ICUU06010,SDSSJ081145.29+232825.7,1,0,WFC3,IRSUB512,F110W,972.183472,2017-03-11T01:15:07.507000,14251,REINES,122.9387491667,23.473825,2,11534.459,2018-03-11T10:18:33,2017-03-11T01:34:19.573000,ICUU06010,,,122.93875 23.47382,3.034850320637772E-4
ICUU05010,SDSSJ074829.21+510052.4,1,0,WFC3,IRSUB512,F110W,972.183472,2017-05-17T20:50:25.657000,14251,REINES,117.1216479167,51.014525,2,11534.459,2018-05-18T02:43:13,2017-05-17T21:09:37.690000,ICUU05010,,,117.12165 51.01453,3.10135643251806E-4
ICUU34010,SDSSJ115812.53+575322.1,1,0,WFC3,IRSUB512,F110W,972.183472,2015-11-15T01:08:23.203000,14251,REINES,179.5522433333,57.88949444444,2,11534.459,2016-11-15T04:09:34,2015-11-15T01:27:35.237000,ICUU34010,,,179.55224 57.8895,3.4987575401087054E-4
IBGU12010,NGC-4395,1,0,WFC3,UVIS1,F502N,1521.0,2011-04-17T13:37:02.857000,12212,CRENSHAW,186.45361,33.54686944444,39,5009.6367,2012-04-17T16:20:24,2011-04-17T14:06:39.860000,IBGU12010,,,186.45362 33.54687,5.011701875671358E-4
IBGU12020,NGC-4395,1,0,WFC3,UVIS1,F547M,714.0,2011-04-17T14:09:10.857000,12212,CRENSHAW,186.45361,33.54686944444,39,5447.36815,2012-04-17T17:01:40,2011-04-17T14:23:12.853000,IBGU12020,,,186.45362 33.54687,5.011701875671358E-4
IBGU12AAQ,NGC-4395,0,0,WFC3,UVIS1,F547M,32.0,2011-04-17T14:25:22.857000,12212,CRENSHAW,186.45361,33.54686944444,39,5447.2402,2012-04-17T16:45:49,2011-04-17T14:25:54.837000,IBGU12AAQ,,,186.45362 33.54687,5.011701875671358E-4
IDWM06010,SDSSJ160135.95+311353.7,1,0,WFC3,UVIS2-C1K1C-SUB,F336W,900.0,2019-10-14T01:04:47.147000,15607,REINES,240.39984,31.23161944444,1,3354.6558,2020-04-14T07:17:16,2019-10-14T01:22:53.143000,IDWM06010,,,240.39983 31.23161,7.644135074517028E-4
IDWM06020,SDSSJ160135.95+311353.7,1,0,WFC3,UVIS2-C1K1C-SUB,F606W,714.0,2019-10-14T01:24:46.157000,15607,REINES,240.39984,31.23161944444,1,5887.7124,2020-04-14T07:17:35,2019-10-14T01:39:38.137000,IDWM06020,,,240.39983 31.23161,7.644135074517028E-4
IDWM06030,SDSSJ160135.95+311353.7,1,0,WFC3,IRSUB512,F140W,422.073488,2019-10-14T01:41:50.840000,15607,REINES,240.39984,31.23161944444,1,13922.907,2020-04-14T07:07:29,2019-10-14T01:51:51.353000,IDWM06030,,,240.39983 31.23161,7.644135074517028E-4
ICRV01010,SDSSJ024656.39-003304.8,1,0,WFC3,UVIS2-C1K1C-SUB,F275W,747.0,2015-02-19T21:50:05.890000,13943,REINES,41.735,-0.5513611111111,5,2703.2976,2016-02-20T02:29:48,2015-02-19T22:05:38.897000,ICRV01010,,,41.73501 -0.55138,0.0012823459395297045
ICRV01020,SDSSJ024656.39-003304.8,1,0,WFC3,UVIS2-2K2C-SUB,F606W,645.0,2015-02-19T22:07:31.873000,13943,REINES,41.735,-0.5513611111111,5,5887.7124,2016-02-20T02:31:53,2015-02-19T23:33:03.887000,ICRV01020,,,41.73501 -0.55138,0.0012823459395297045
ICRV01030,SDSSJ024656.39-003304.8,1,0,WFC3,IRSUB512,F110W,422.073488,2015-02-19T23:36:44.593000,13943,REINES,41.735,-0.5513611111111,5,11534.459,2016-02-20T02:33:23,2015-02-19T23:46:45.103000,ICRV01030,,,41.73501 -0.55138,0.0012823459395297045
IEH301010,VCCA-034,1,0,WFC3,IRSUB512,F110W,238.703536,2020-11-19T19:21:40.987000,16423,BALDASSARE,186.69979,7.671538888889,1,11534.459,2021-05-19T22:28:34,2020-11-19T19:28:37.660000,IEH301010,,,186.69977 7.67155,0.001363371813312743
IEH301020,VCCA-034,1,0,WFC3,UVIS2-2K2C-SUB,F300X,768.0,2020-11-19T19:30:25.293000,16423,BALDASSARE,186.69979,7.671538888889,1,2805.8406,2021-05-19T22:55:02,2020-11-19T19:49:21.277000,IEH301020,,,186.69977 7.67155,0.001363371813312743
IEH301030,VCCA-034,1,0,WFC3,UVIS2-2K2C-SUB,F606W,480.0,2020-11-19T19:52:50.287000,16423,BALDASSARE,186.69979,7.671538888889,1,5887.7124,2021-05-19T22:48:28,2020-11-19T20:59:23.290000,IEH301030,,,186.69977 7.67155,0.001363371813312743
IBIQ09013,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F275W,300.0,2011-04-13T12:26:39.847000,12163,BARTH,186.4535914577,33.54687760139,7,2703.2976,2012-04-14T02:11:08,2011-04-13T12:32:37.847000,,,,186.45362 33.54687,0.0014983862603186132
IBIQ09012,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F275W,300.0,2011-04-13T12:19:43.847000,12163,BARTH,186.453622296,33.54689513189,7,2703.2976,2012-04-14T02:11:08,2011-04-13T12:25:41.847000,,,,186.45362 33.54687,0.0015122780975975894
IDWM05010,SDSSJ154748.99+220303.2,1,0,WFC3,UVIS2-C1K1C-SUB,F336W,885.0,2019-07-02T21:26:08.853000,15607,REINES,236.95415,22.05091944444,1,3354.6558,2020-01-03T03:51:36,2019-07-02T21:43:59.843000,IDWM05010,,,236.95413 22.05089,0.002087617129188729
IDWM05020,SDSSJ154748.99+220303.2,1,0,WFC3,UVIS2-C1K1C-SUB,F606W,705.0,2019-07-02T21:45:52.853000,15607,REINES,236.95415,22.05091944444,1,5887.7124,2020-01-03T03:47:38,2019-07-02T22:00:35.843000,IDWM05020,,,236.95413 22.05089,0.002087617129188729
IDWM05030,SDSSJ154748.99+220303.2,1,0,WFC3,IRSUB512,F140W,422.073488,2019-07-02T22:02:48.547000,15607,REINES,236.95415,22.05091944444,1,13922.907,2020-01-03T03:42:12,2019-07-02T22:12:49.060000,IDWM05030,,,236.95413 22.05089,0.002087617129188729
W0LZ0201T,B234,0,0,WFPC,P6,F555W,180.0,1992-02-29T18:55:17.413000,3228,WESTPHAL,195.7638663888889,35.8579125,0,5479.0,1993-02-28T23:24:59,1992-02-29T18:58:17.413000,W0LZ0201T,,,195.76383 35.85794,0.002419450018121618
W0LZ0202T,B234,0,0,WFPC,P6,F555W,180.0,1992-02-29T19:04:17.413000,3228,WESTPHAL,195.7638663888889,35.8579125,0,5479.0,1993-02-28T23:35:23,1992-02-29T19:07:17.413000,W0LZ0202T,,,195.76383 35.85794,0.002419450018121618
W0LZ0203T,B234,0,0,WFPC,P6,F785LP,350.0,1992-02-29T19:13:17.540000,3228,WESTPHAL,195.7638663888889,35.8579125,0,8958.0,1993-02-28T23:45:08,1992-02-29T19:19:07.540000,W0LZ0203T,,,195.76383 35.85794,0.002419450018121618
W0LZ0204T,B234,0,0,WFPC,P6,F785LP,350.0,1992-02-29T20:21:17.540000,3228,WESTPHAL,195.7638663888889,35.8579125,0,8958.0,1993-02-28T23:53:46,1992-02-29T20:27:07.540000,W0LZ0204T,,,195.76383 35.85794,0.002419450018121618
IEH303010,UGC-07816,1,0,WFC3,IRSUB512,F110W,238.703536,2020-12-15T01:04:49.063000,16423,BALDASSARE,189.73719,38.0903,1,11534.459,2021-06-15T04:33:02,2020-12-15T01:11:45.737000,IEH303010,,,189.73718 38.09026,0.0024460162161403618
IEH303020,UGC-07816,1,0,WFC3,UVIS2-2K2C-SUB,F300X,822.0,2020-12-15T01:13:33.370000,16423,BALDASSARE,189.73719,38.0903,1,2805.8406,2021-06-15T04:58:12,2020-12-15T01:33:23.370000,IEH303020,,,189.73718 38.09026,0.0024460162161403618
IEH303030,UGC-07816,1,0,WFC3,UVIS2-2K2C-SUB,F606W,480.0,2020-12-15T02:25:35.387000,16423,BALDASSARE,189.73719,38.0903,1,5887.7124,2021-06-15T04:57:54,2020-12-15T02:39:47.370000,IEH303030,,,189.73718 38.09026,0.0024460162161403618
IEDI18010,J104457,1,0,WFC3,UVIS2,F665N,1925.0,2021-04-17T06:38:51.483000,16209,HAYES,161.2407916667,3.886986111111,2,6655.86015,2021-10-17T14:44:31,2021-04-17T10:00:13.480000,IEDI18010,,,161.24083 3.88697,0.002490005262672435
IEDI18020,J104457,1,0,WFC3,UVIS2,F336W,1545.0,2021-04-17T06:52:20.473000,16209,HAYES,161.2407916667,3.886986111111,2,3354.5737499999996,2021-10-17T14:46:43,2021-04-17T10:11:32.490000,IEDI18020,,,161.24083 3.88697,0.002490005262672435
IEDI18030,J104457,1,0,WFC3,UVIS2,F814W,1325.0,2021-04-17T07:03:33.497000,16209,HAYES,161.2407916667,3.886986111111,2,8034.188999999999,2021-10-17T15:01:02,2021-04-17T10:21:35.467000,IEDI18030,,,161.24083 3.88697,0.002490005262672435
IEDI18040,J104457,1,0,WFC3,UVIS2,F438W,1050.0,2021-04-17T07:13:37.467000,16209,HAYES,161.2407916667,3.886986111111,2,4325.688,2021-10-17T14:48:14,2021-04-17T10:30:04.487000,IEDI18040,,,161.24083 3.88697,0.002490005262672435
IEDI18050,J104457,1,0,WFC3,UVIS2,F606W,510.0,2021-04-17T07:22:06.490000,16209,HAYES,161.2407916667,3.886986111111,2,5888.43895,2021-10-17T14:43:59,2021-04-17T10:35:33.480000,IEDI18050,,,161.24083 3.88697,0.002490005262672435
IEPY11010,J104457,1,0,WFC3,UVIS-QUAD-FIX,FQ492N,2472.0,2022-05-19T02:13:38.137000,16763,MINGOZZI,161.2407916667,3.886986111111,1,0.0,2022-11-19T13:35:41,2022-05-19T04:18:49.160000,IEPY11010,,,161.24083 3.88697,0.002490005262672435
IBDP11010,SDSSJ120122.32+021108.5,1,0,WFC3,UVIS1-C512A-SUB,F438W,600.0,2010-05-17T15:57:22.193000,12018,PRESTWICH,180.3429166667,2.185638888889,4,4326.2329,2011-05-17T20:59:03.577000,2010-05-17T16:08:12.190000,IBDP11010,,,180.34296 2.18564,0.002598961700358857
IBDP11020,SDSSJ120122.32+021108.5,1,0,WFC3,UVIS1-C512A-SUB,F606W,600.0,2010-05-17T16:09:22.193000,12018,PRESTWICH,180.3429166667,2.185638888889,4,5889.1655,2011-05-17T20:59:30.283000,2010-05-17T16:20:12.190000,IBDP11020,,,180.34296 2.18564,0.002598961700358857
IBDP11030,SDSSJ120122.32+021108.5,1,0,WFC3,UVIS1-C512A-SUB,F814W,596.0,2010-05-17T16:21:25.200000,12018,PRESTWICH,180.3429166667,2.185638888889,4,8039.0562,2011-05-17T21:01:04.630000,2010-05-17T16:32:11.167000,IBDP11030,,,180.34296 2.18564,0.002598961700358857
IBDP11040,SDSSJ120122.32+021108.5,1,0,WFC3,UVIS1-C512A-SUB,F336W,680.0,2010-05-17T16:33:27.187000,12018,PRESTWICH,180.3429166667,2.185638888889,4,3354.4917,2011-05-17T21:01:21.797000,2010-05-17T16:45:37.183000,IBDP11040,,,180.34296 2.18564,0.002598961700358857
IDWM04010,SDSSJ005904.10+010004.2,1,0,WFC3,UVIS2-C1K1C-SUB,F336W,885.0,2019-06-17T02:15:39.860000,15607,REINES,14.76713,1.001211111111,1,3354.6558,2019-12-17T09:36:30,2019-06-17T02:33:30.850000,IDWM04010,,,14.76708 1.00119,0.0032560246566761216
IDWM04020,SDSSJ005904.10+010004.2,1,0,WFC3,UVIS2-C1K1C-SUB,F606W,690.0,2019-06-17T02:35:23.860000,15607,REINES,14.76713,1.001211111111,1,5887.7124,2019-12-17T09:39:55,2019-06-17T02:49:51.843000,IDWM04020,,,14.76708 1.00119,0.0032560246566761216
IDWM04030,SDSSJ005904.10+010004.2,1,0,WFC3,IRSUB512,F140W,422.073488,2019-06-17T02:52:04.547000,15607,REINES,14.76713,1.001211111111,1,13922.907,2019-12-17T09:31:05,2019-06-17T03:02:05.060000,IDWM04030,,,14.76708 1.00119,0.0032560246566761216
IBIQ09010,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F275W,1200.0,2011-04-13T12:12:47.847000,12163,BARTH,186.4535833333,33.54693055556,7,2703.2976,2012-04-14T02:11:08,2011-04-13T12:39:33.847000,IBIQ09010,,,186.45362 33.54687,0.004069771532518045
IBIQ09011,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F275W,300.0,2011-04-13T12:12:47.847000,12163,BARTH,186.4535833333,33.54693055556,7,2703.2976,2012-04-14T02:11:08,2011-04-13T12:18:45.847000,,,,186.45362 33.54687,0.004069771532518045
IBIQ09020,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F438W,592.0,2011-04-13T12:40:54.857000,12163,BARTH,186.4535833333,33.54693055556,7,4325.1431,2012-04-14T02:08:25,2011-04-13T12:53:40.823000,IBIQ09020,,,186.45362 33.54687,0.004069771532518045
IBIQ09040,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F547M,480.0,2011-04-13T13:48:26.857000,12163,BARTH,186.4535833333,33.54693055556,7,5447.2402,2012-04-14T02:12:30,2011-04-13T13:59:20.823000,IBIQ09040,,,186.45362 33.54687,0.004069771532518045
IBIQ09050,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F336W,1016.0,2011-04-13T14:00:42.857000,12163,BARTH,186.4535833333,33.54693055556,7,3354.6558,2012-04-14T02:14:47,2011-04-13T14:20:20.853000,IBIQ09050,,,186.45362 33.54687,0.004069771532518045
IBIQ09060,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F814W,400.0,2011-04-13T14:21:36.840000,12163,BARTH,186.4535833333,33.54693055556,7,8029.3218,2012-04-14T02:19:38,2011-04-13T14:31:10.837000,IBIQ09060,,,186.45362 33.54687,0.004069771532518045
JEPY12020,J104457,1,0,ACS,SBC-FIX,F140LP,668.0,2023-02-14T20:01:04.053000,16763,MINGOZZI,161.2408378756,3.887038785068,1,1519.317,2023-08-15T02:58:54,2023-02-14T20:13:12.693000,JEPY12020,,,161.24083 3.88697,0.00415394418126827
IBIQ09014,NGC-4395,1,0,WFC3,UVIS2-M512C-SUB,F275W,300.0,2011-04-13T12:33:35.847000,12163,BARTH,186.4535524946,33.54691302516,7,2703.2976,2012-04-14T02:11:08,2011-04-13T12:39:33.847000,,,,186.45362 33.54687,0.004249633791269664
JEPY08020,J104457,1,0,ACS,SBC-FIX,F140LP,1378.0,2022-02-19T17:15:46.010000,16763,MINGOZZI,161.2407979389,3.886887608926,1,1519.317,2022-08-19T22:47:14,2022-02-19T19:03:38.650000,JEPY08020,,,161.24083 3.88697,0.0053029545695579905
ICRV06010,SDSSJ152637.36+065941.6,1,0,WFC3,UVIS2-C1K1C-SUB,F275W,747.0,2015-06-17T11:46:07.123000,13943,REINES,231.6558333333,6.994916666667,5,2703.2976,2016-06-17T14:48:02,2015-06-17T12:01:40.127000,ICRV06010,,,231.6557 6.99492,0.007942972017269375
ICRV06020,SDSSJ152637.36+065941.6,1,0,WFC3,UVIS2-2K2C-SUB,F606W,645.0,2015-06-17T12:03:33.137000,13943,REINES,231.6558333333,6.994916666667,5,5887.7124,2016-06-17T14:52:28,2015-06-17T12:20:12.127000,ICRV06020,,,231.6557 6.99492,0.007942972017269375
ICRV06030,SDSSJ152637.36+065941.6,1,0,WFC3,IRSUB512,F110W,422.073488,2015-06-17T12:23:52.833000,13943,REINES,231.6558333333,6.994916666667,5,11534.459,2016-06-17T14:54:19,2015-06-17T12:33:53.347000,ICRV06030,,,231.6557 6.99492,0.007942972017269375
JEPY08010,J104457,1,0,ACS,SBC-FIX,F125LP,3176.0,2022-02-19T16:47:27.997000,16763,MINGOZZI,161.2406929766,3.886979265375,1,1426.548,2022-08-19T22:47:17,2022-02-19T18:50:10.650000,JEPY08010,,,161.24083 3.88697,0.00822130962094357
W0ZQ0301T,NGC4395,0,0,WFPC,P6,F547M,120.0,1992-07-18T08:11:16.517000,3507,FILIPPENKO,186.4535044444444,33.54672861111111,8,5462.0,1993-07-18T15:06:41,1992-07-18T08:13:16.517000,W0ZQ0301T,,,186.45362 33.54687,0.010264393990995036
W0ZQ0302T,NGC4395,0,0,WFPC,P6,F336W,400.0,1992-07-18T08:19:16.643000,3507,FILIPPENKO,186.4535044444444,33.54672861111111,8,3358.0,1993-07-18T15:17:22,1992-07-18T08:25:56.643000,W0ZQ0302T,,,186.45362 33.54687,0.010264393990995036
W0ZQ0303T,NGC4395,0,0,WFPC,P6,F785LP,60.0,1992-07-18T08:32:16.517000,3507,FILIPPENKO,186.4535044444444,33.54672861111111,8,8958.0,1993-07-18T15:27:51,1992-07-18T08:33:16.517000,W0ZQ0303T,,,186.45362 33.54687,0.010264393990995036
W0ZQ0304T,NGC4395,0,0,WFPC,P6,F502N,300.0,1992-07-18T08:39:16.643000,3507,FILIPPENKO,186.4535044444444,33.54672861111111,8,5019.0,1993-07-18T15:38:17,1992-07-18T08:44:16.643000,W0ZQ0304T,,,186.45362 33.54687,0.010264393990995036
W0ZQ0305T,NGC4395,0,0,WFPC,P6,F487N,900.0,1992-07-18T09:47:16.643000,3507,FILIPPENKO,186.4535044444444,33.54672861111111,8,4869.0,1993-07-18T15:48:50,1992-07-18T10:02:16.643000,W0ZQ0305T,,,186.45362 33.54687,0.010264393990995036
JEPY12010,J104457,1,0,ACS,SBC-FIX,F125LP,1600.0,2023-02-14T19:32:22.037000,16763,MINGOZZI,161.2407322848,3.887130990363,1,1426.548,2023-08-15T02:58:53,2023-02-14T20:00:02.740000,JEPY12010,,,161.24083 3.88697,0.011292484367885835
IEH304010,WISEA-J161902.53+291022.4,1,0,WFC3,IRSUB512,F110W,238.703536,2020-12-28T01:53:00.143000,16423,BALDASSARE,244.76058,29.17283055556,1,11534.459,2021-06-28T06:59:34,2020-12-28T01:59:56.817000,IEH304010,,,244.76036 29.17284,0.011539545191580071
IEH304020,WISEA-J161902.53+291022.4,1,0,WFC3,UVIS2-2K2C-SUB,F300X,786.0,2020-12-28T02:01:44.450000,16423,BALDASSARE,244.76058,29.17283055556,1,2805.8406,2021-06-28T07:27:11,2020-12-28T02:20:58.447000,IEH304020,,,244.76036 29.17284,0.011539545191580071
IEH304030,WISEA-J161902.53+291022.4,1,0,WFC3,UVIS2-2K2C-SUB,F606W,480.0,2020-12-28T02:24:27.427000,16423,BALDASSARE,244.76058,29.17283055556,1,5887.7124,2021-06-28T07:19:24,2020-12-28T02:38:39.440000,IEH304030,,,244.76036 29.17284,0.011539545191580071
IEH305010,WISEA-J094419.43+095904.7,1,0,WFC3,IRSUB512,F110W,238.703536,2021-01-24T14:19:30.200000,16423,BALDASSARE,146.08078,9.984619444444,1,11534.459,2021-07-24T22:02:50,2021-01-24T14:26:26.903000,IEH305010,,,146.08088 9.9848,0.012340132183409498
IEH305020,WISEA-J094419.43+095904.7,1,0,WFC3,UVIS2-2K2C-SUB,F300X,768.0,2021-01-24T14:28:14.507000,16423,BALDASSARE,146.08078,9.984619444444,1,2805.8406,2021-07-24T22:23:22,2021-01-24T14:47:10.520000,IEH305020,,,146.08088 9.9848,0.012340132183409498
IEH305030,WISEA-J094419.43+095904.7,1,0,WFC3,UVIS2-2K2C-SUB,F606W,480.0,2021-01-24T14:50:39.530000,16423,BALDASSARE,146.08078,9.984619444444,1,5887.7124,2021-07-24T22:22:03,2021-01-24T15:04:51.513000,IEH305030,,,146.08088 9.9848,0.012340132183409498
ICRV07010,SDSSJ160531.84+174826.1,1,0,WFC3,UVIS2-C1K1C-SUB,F275W,756.0,2015-06-19T16:18:48.147000,13943,REINES,241.3825,17.80727777778,5,2703.2976,2016-06-19T19:00:04,2015-06-19T16:34:30.113000,ICRV07010,,,241.38272 17.80726,0.012612781064368993
ICRV07020,SDSSJ160531.84+174826.1,1,0,WFC3,UVIS2-2K2C-SUB,F606W,645.0,2015-06-19T16:36:23.123000,13943,REINES,241.3825,17.80727777778,5,5887.7124,2016-06-19T19:08:43,2015-06-19T16:53:02.113000,ICRV07020,,,241.38272 17.80726,0.012612781064368993
ICRV07030,SDSSJ160531.84+174826.1,1,0,WFC3,IRSUB512,F110W,422.073488,2015-06-19T16:56:42.817000,13943,REINES,241.3825,17.80727777778,5,11534.459,2016-06-19T19:07:55,2015-06-19T17:06:43.327000,ICRV07030,,,241.38272 17.80726,0.012612781064368993
IDLX03010,NGC-4395,1,0,WFC3,UVIS2,F645N,236.0,2018-06-26T22:19:07.970000,15350,MAKSYM,186.4538416667,33.54675,4,6453.58695,2018-12-27T10:39:41,2018-06-27T01:06:40.977000,IDLX03010,,,186.45362 33.54687,0.013217797729404847
IDLX03020,NGC-4395,1,0,WFC3,UVIS2,F673N,956.0,2018-06-26T23:08:41.987000,15350,MAKSYM,186.4538416667,33.54675,4,6765.9246,2018-12-27T08:31:33,2018-06-26T23:26:52.977000,IDLX03020,,,186.45362 33.54687,0.013217797729404847
IDLX03030,NGC-4395,1,0,WFC3,UVIS2,F487N,956.0,2018-06-27T00:44:00.997000,15350,MAKSYM,186.4538416667,33.54675,4,4871.3765,2018-12-27T08:41:02,2018-06-27T01:02:11.987000,IDLX03030,,,186.45362 33.54687,0.013217797729404847
J9OV08010,NGC-4395,1,0,ACS,WFC,CLEAR1L;F814W,1130.0,2006-11-17T06:09:18.233000,10905,TULLY,186.45375,33.54666666667,25,8045.2021,2007-11-17T16:05:23.723000,2006-11-17T06:30:45.267000,J9OV08010,,1,186.45362 33.54687,0.013823903455182227
J9OV08020,NGC-4395,1,0,ACS,WFC,F606W;CLEAR2L,926.0,2006-11-17T06:34:15.223000,10905,TULLY,186.45375,33.54666666667,25,5921.4404,2007-11-17T16:25:48.713000,2006-11-17T07:47:31.250000,J9OV08020,,,186.45362 33.54687,0.013823903455182227
IF0DAP010,SN2020TCW,1,0,WFC3,UVIS2,F336W,1500.0,2023-04-30T22:55:27.147000,17181,LYMAN,232.0712416667,39.94732222222,3,3354.5737499999996,2023-05-01T03:13:13,2023-04-30T23:25:05.147000,IF0DAP010,,,232.07158 39.94736,0.015726887639702182
IERG08010,SN2020TCW,1,0,WFC3,UVIS,F814W,780.0,2021-12-16T23:49:22.677000,16691,FOLEY,232.0712083333,39.94739444444,5,8034.189,2021-12-17T04:53:52,2021-12-17T00:13:46.660000,IERG08010,,,232.07158 39.94736,0.017220413267054435
IERG08020,SN2020TCW,1,0,WFC3,UVIS,F555W,710.0,2021-12-16T23:58:15.670000,16691,FOLEY,232.0712083333,39.94739444444,5,5308.171399999999,2021-12-17T05:10:44,2021-12-17T00:21:29.670000,IERG08020,,,232.07158 39.94736,0.017220413267054435
IEP31O010,ZTF20ABZUMLR,1,0,WFC3,UVIS2-C1K1C-CTE,F275W,1200.0,2022-06-12T17:12:40.240000,16657,FREMLING,232.0711833333,39.94736944444,4,2706.4933,2022-06-12T22:38:09,2022-06-12T17:34:56.257000,IEP31O010,,,232.07158 39.94736,0.018254702953702646
